# Latitude, Longitude, Depth (km), Magnitude, NP1 Strike, NP1 Dip, NP1 rake, NP2 Strike, NP2 Dip, NP2 Rake
3.638783329999999694e+01,-1.178586667000000006e+02,3.984999999999999876e+00,5.000000000000000000e+00,2.400000000000000000e+02,8.100000000000000000e+01,6.000000000000000000e+00,1.490000000000000000e+02,8.400000000000000000e+01,1.710000000000000000e+02
3.639099999999999824e+01,-1.178608332999999959e+02,-1.770000000000000018e+00,5.190000000000000391e+00,2.310000000000000000e+02,8.000000000000000000e+01,-1.000000000000000000e+00,3.210000000000000000e+02,8.900000000000000000e+01,-1.700000000000000000e+02
3.237066670000000101e+01,-1.152611667000000040e+02,9.987000000000000099e+00,5.080000000000000071e+00,1.250000000000000000e+02,7.100000000000000000e+01,-1.720000000000000000e+02,3.300000000000000000e+01,8.200000000000000000e+01,-1.900000000000000000e+01
3.246399999999999864e+01,-1.151891667000000012e+02,5.971000000000000085e+00,5.799999999999999822e+00,3.280000000000000000e+02,8.200000000000000000e+01,-1.780000000000000000e+02,2.380000000000000000e+02,8.800000000000000000e+01,-8.000000000000000000e+00
3.228616670000000255e+01,-1.152953332999999958e+02,9.987000000000000099e+00,7.200000000000000178e+00,2.230000000000000000e+02,8.400000000000000000e+01,-2.000000000000000000e+00,3.130000000000000000e+02,8.800000000000000000e+01,-1.740000000000000000e+02
3.341733330000000279e+01,-1.164746667000000002e+02,1.231799999999999962e+01,5.419999999999999929e+00,3.180000000000000000e+02,8.300000000000000000e+01,-1.790000000000000000e+02,2.280000000000000000e+02,8.900000000000000000e+01,-7.000000000000000000e+00
4.114316670000000187e+01,-1.237903333000000003e+02,2.735800000000000054e+01,5.599999999999999645e+00,1.000000000000000000e+00,5.000000000000000000e+01,-1.280000000000000000e+02,2.310000000000000000e+02,5.300000000000000000e+01,-5.400000000000000000e+01
3.301716669999999709e+01,-1.155536666999999937e+02,8.323000000000000398e+00,5.320000000000000284e+00,1.450000000000000000e+02,7.700000000000000000e+01,1.730000000000000000e+02,2.360000000000000000e+02,8.400000000000000000e+01,1.300000000000000000e+01
3.301850000000000307e+01,-1.155403333000000003e+02,8.282999999999999474e+00,5.410000000000000142e+00,1.490000000000000000e+02,7.600000000000000000e+01,-1.790000000000000000e+02,5.800000000000000000e+01,8.900000000000000000e+01,-1.400000000000000000e+01
3.630966670000000107e+01,-1.208559999999999945e+02,8.618999999999999773e+00,5.290000000000000036e+00,6.400000000000000000e+01,7.500000000000000000e+01,-3.000000000000000000e+00,1.540000000000000000e+02,8.700000000000000000e+01,-1.650000000000000000e+02
3.802219999999999800e+01,-1.180553000000000026e+02,7.500000000000000000e+00,5.099999999999999645e+00,2.640000000000000000e+02,6.200000000000000000e+01,-5.000000000000000000e+00,3.560000000000000000e+02,8.500000000000000000e+01,-1.520000000000000000e+02
4.019183329999999899e+01,-1.210594999999999999e+02,7.967999999999999972e+00,5.690000000000000391e+00,1.920000000000000000e+02,6.400000000000000000e+01,-1.900000000000000000e+01,2.910000000000000000e+02,7.300000000000000000e+01,-1.530000000000000000e+02
3.393249999999999744e+01,-1.179158333000000027e+02,5.089999999999999858e+00,5.099999999999999645e+00,1.300000000000000000e+02,6.500000000000000000e+01,1.550000000000000000e+02,2.320000000000000000e+02,6.700000000000000000e+01,2.700000000000000000e+01
3.258220000000000027e+01,-1.091681999999999988e+02,6.440000000000000391e+00,5.299999999999999822e+00,1.780000000000000000e+02,4.400000000000000000e+01,-1.170000000000000000e+02,3.300000000000000000e+01,5.100000000000000000e+01,-6.700000000000000000e+01
3.821516669999999749e+01,-1.223123333000000059e+02,1.111999999999999922e+01,6.019999999999999574e+00,1.570000000000000000e+02,8.300000000000000000e+01,1.740000000000000000e+02,2.480000000000000000e+02,8.400000000000000000e+01,8.000000000000000000e+00
4.450739999999999696e+01,-1.141119999999999948e+02,8.500000000000000000e+00,5.000000000000000000e+00,1.100000000000000000e+02,5.100000000000000000e+01,-1.280000000000000000e+02,3.410000000000000000e+02,5.300000000000000000e+01,-5.300000000000000000e+01
4.031783329999999665e+01,-1.246066667000000052e+02,1.688100000000000023e+01,5.719999999999999751e+00,1.030000000000000000e+02,8.100000000000000000e+01,1.750000000000000000e+02,1.940000000000000000e+02,8.500000000000000000e+01,9.000000000000000000e+00
3.729249999999999687e+01,-1.146546000000000021e+02,4.000000000000000000e+00,5.299999999999999822e+00,2.660000000000000000e+02,7.600000000000000000e+01,1.400000000000000000e+01,1.720000000000000000e+02,7.700000000000000000e+01,1.650000000000000000e+02
3.343149999999999977e+01,-1.164426667000000037e+02,1.231000000000000050e+01,5.190000000000000391e+00,3.030000000000000000e+02,7.000000000000000000e+01,-1.670000000000000000e+02,2.090000000000000000e+02,7.800000000000000000e+01,-2.000000000000000000e+01
3.932933330000000183e+01,-1.228018332999999984e+02,1.444999999999999929e+01,5.089999999999999858e+00,2.370000000000000000e+02,7.300000000000000000e+01,-1.000000000000000000e+01,3.300000000000000000e+02,8.100000000000000000e+01,-1.630000000000000000e+02
3.882216669999999681e+01,-1.228413333000000023e+02,1.479999999999999982e+00,5.009999999999999787e+00,2.470000000000000000e+02,6.500000000000000000e+01,-1.200000000000000000e+01,3.420000000000000000e+02,7.900000000000000000e+01,-1.550000000000000000e+02
3.837550000000000239e+01,-1.188988999999999976e+02,1.130000000000000071e+01,5.599999999999999645e+00,2.140000000000000000e+02,8.600000000000000000e+01,2.000000000000000000e+00,1.240000000000000000e+02,8.800000000000000000e+01,1.760000000000000000e+02
3.839039999999999964e+01,-1.188971999999999980e+02,1.219999999999999929e+01,5.599999999999999645e+00,3.100000000000000000e+02,6.900000000000000000e+01,-1.610000000000000000e+02,2.140000000000000000e+02,7.300000000000000000e+01,-2.200000000000000000e+01
4.688110000000000355e+01,-1.125752999999999986e+02,1.217999999999999972e+01,5.799999999999999822e+00,1.950000000000000000e+02,8.500000000000000000e+01,-4.000000000000000000e+00,2.850000000000000000e+02,8.600000000000000000e+01,-1.750000000000000000e+02
4.264739999999999753e+01,-1.114492000000000047e+02,9.519999999999999574e+00,5.299999999999999822e+00,1.860000000000000000e+02,4.400000000000000000e+01,-8.200000000000000000e+01,3.550000000000000000e+02,4.700000000000000000e+01,-9.700000000000000000e+01
3.383749999999999858e+01,-1.197258333000000050e+02,9.869999999999999218e+00,5.290000000000000036e+00,1.680000000000000000e+02,8.400000000000000000e+01,1.780000000000000000e+02,2.580000000000000000e+02,8.800000000000000000e+01,6.000000000000000000e+00
4.027349999999999852e+01,-1.243003333000000055e+02,9.439999999999999503e+00,5.580000000000000071e+00,2.940000000000000000e+02,6.800000000000000000e+01,1.770000000000000000e+02,2.500000000000000000e+01,8.700000000000000000e+01,2.200000000000000000e+01
3.570533329999999950e+01,-1.175038332999999966e+02,1.050000000000000000e+01,6.400000000000000355e+00,2.270000000000000000e+02,8.600000000000000000e+01,3.000000000000000000e+00,1.370000000000000000e+02,8.700000000000000000e+01,1.760000000000000000e+02
3.576950000000000074e+01,-1.175993332999999978e+02,8.000000000000000000e+00,7.099999999999999645e+00,3.210000000000000000e+02,8.100000000000000000e+01,1.800000000000000000e+02,5.100000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+00
3.168933330000000126e+01,-1.145404999999999944e+02,9.980000000000000426e+00,5.490000000000000213e+00,1.410000000000000000e+02,5.800000000000000000e+01,-1.740000000000000000e+02,4.800000000000000000e+01,8.500000000000000000e+01,-3.200000000000000000e+01
4.075099999999999767e+01,-1.120783332999999971e+02,1.190000000000000036e+01,5.700000000000000178e+00,1.700000000000000000e+02,3.900000000000000000e+01,-7.200000000000000000e+01,3.270000000000000000e+02,5.300000000000000000e+01,-1.040000000000000000e+02
4.446459999999999724e+01,-1.151175000000000068e+02,1.206000000000000050e+01,6.500000000000000000e+00,1.740000000000000000e+02,7.200000000000000000e+01,-1.900000000000000000e+01,2.700000000000000000e+02,7.200000000000000000e+01,-1.610000000000000000e+02
3.805250000000000199e+01,-1.187333332999999982e+02,8.449999999999999289e+00,5.240000000000000213e+00,1.500000000000000000e+02,7.900000000000000000e+01,-1.770000000000000000e+02,6.000000000000000000e+01,8.700000000000000000e+01,-1.100000000000000000e+01
3.816890000000000072e+01,-1.178496999999999986e+02,2.700000000000000178e+00,6.500000000000000000e+00,1.680000000000000000e+02,7.500000000000000000e+01,-1.720000000000000000e+02,7.600000000000000000e+01,8.200000000000000000e+01,-1.500000000000000000e+01
3.644683330000000154e+01,-1.179751667000000026e+02,4.660000000000000142e+00,5.799999999999999822e+00,2.180000000000000000e+02,5.200000000000000000e+01,-3.900000000000000000e+01,3.340000000000000000e+02,6.100000000000000000e+01,-1.350000000000000000e+02
3.153666670000000138e+01,-1.156613332999999955e+02,1.621999999999999886e+01,5.120000000000000107e+00,3.614000000000000057e+01,8.307999999999999829e+01,-5.209999999999999964e+00,1.267600000000000051e+02,8.482999999999999829e+01,-1.730500000000000114e+02
